   220/299     9.49G  0.006575  0.004869         0   0.01144         7      1376    0.9934    0.9967     0.997    0.9117  0.008927   0.01657         0
   221/299     9.49G  0.006511  0.004652         0   0.01116        12      1376    0.9934    0.9966    0.9963    0.9078  0.008916   0.01655         0
   222/299     9.49G  0.006347  0.004739         0   0.01109         4      1376    0.9934    0.9967     0.997    0.9104  0.008957   0.01656         0
   223/299     9.49G  0.006506  0.004794         0    0.0113         3      1376    0.9934    0.9967     0.997     0.912  0.008964   0.01661         0
   224/299     9.49G  0.006634  0.004998         0   0.01163         8      1376    0.9934    0.9967     0.997    0.9108  0.009016    0.0167         0
   225/299     9.49G   0.00755  0.005024         0   0.01257         8      1376    0.9934    0.9967     0.997    0.9138  0.008948   0.01661         0
   226/299     9.49G  0.006681  0.005055         0   0.01174        13      1376    0.9933    0.9967     0.997    0.9112  0.008961   0.01659         0
   227/299     9.49G  0.006372  0.004429         0    0.0108         9      1376    0.9934    0.9967     0.997    0.9116  0.008915   0.01657         0
   228/299     9.49G  0.006546  0.005028         0   0.01157        28      1376    0.9934    0.9967    0.9971    0.9071  0.008932   0.01655         0
   229/299     9.49G  0.006454  0.004822         0   0.01128        16      1376    0.9934    0.9967     0.997    0.9144   0.00885   0.01656         0
   230/299     9.49G  0.006492  0.004864         0   0.01136        12      1376    0.9934    0.9967    0.9971    0.9059  0.008924   0.01668         0
   231/299     9.49G  0.006507  0.005121         0   0.01163        19      1376    0.9933    0.9967    0.9964    0.9078  0.008914   0.01668         0
   232/299     9.49G  0.006547   0.00476         0   0.01131        11      1376    0.9933    0.9967    0.9964    0.9084  0.008885   0.01662         0
   233/299     9.49G  0.007582  0.005009         0   0.01259        13      1376    0.9934    0.9967    0.9964    0.9094  0.008893   0.01648         0
   234/299     9.49G  0.006337  0.004829         0   0.01117        13      1376    0.9933    0.9967    0.9963    0.9094   0.00885    0.0165         0
   235/299     9.49G  0.006248  0.004586         0   0.01083         3      1376    0.9934    0.9967    0.9964    0.9118  0.008812   0.01649         0
   236/299     9.49G  0.007423  0.004744         0   0.01217        11      1376    0.9933    0.9967    0.9964    0.9097   0.00877   0.01648         0
   237/299     9.49G  0.006664  0.004917         0   0.01158        15      1376    0.9934    0.9967    0.9972    0.9104  0.008766   0.01649         0
   238/299     9.49G   0.00636  0.004356         0   0.01072        11      1376    0.9934    0.9967    0.9973    0.9114  0.008849   0.01663         0
   239/299     9.49G  0.007445  0.004863         0   0.01231        11      1376    0.9965    0.9967    0.9972    0.9133  0.008845   0.01675         0
   240/299     9.49G  0.006467  0.005165         0   0.01163         5      1376    0.9966    0.9967    0.9965    0.9099   0.00883   0.01676         0
   241/299     9.49G   0.00648  0.004968         0   0.01145        13      1376    0.9933    0.9967    0.9972     0.911  0.008817   0.01675         0
   242/299     9.49G  0.007575  0.005089         0   0.01266         6      1376    0.9934    0.9967    0.9971    0.9102  0.008817   0.01672         0
   243/299     9.49G  0.006349  0.004832         0   0.01118        13      1376    0.9933    0.9967    0.9971    0.9127  0.008799   0.01675         0
   244/299     9.49G  0.007374  0.004904         0   0.01228        13      1376    0.9933    0.9967    0.9963    0.9047  0.008827   0.01673         0
   245/299     9.49G  0.006417  0.004683         0    0.0111         7      1376    0.9934    0.9967    0.9963    0.9121  0.008829   0.01682         0
   246/299     9.49G   0.00657  0.004864         0   0.01143        12      1376    0.9934    0.9967    0.9964    0.9111   0.00884    0.0168         0
   247/299     9.49G  0.007313  0.004557         0   0.01187         4      1376    0.9933    0.9967    0.9963    0.9086  0.008823   0.01675         0
   248/299     9.49G  0.006392  0.004625         0   0.01102         7      1376    0.9934    0.9967    0.9963    0.9104  0.008799   0.01668         0
   249/299     9.49G  0.006761  0.004901         0   0.01166         5      1376    0.9933    0.9967    0.9963    0.9084  0.008819   0.01666         0
   250/299     9.49G  0.007616  0.005099         0   0.01272        15      1376    0.9934    0.9967    0.9963    0.9111  0.008799   0.01671         0
   251/299     9.49G  0.006579  0.005098         0   0.01168        10      1376    0.9934    0.9967    0.9963     0.908  0.008786   0.01675         0
   252/299     9.49G  0.006494  0.004763         0   0.01126         6      1376    0.9933    0.9967    0.9963    0.9117  0.008795   0.01675         0
   253/299     9.49G  0.006321   0.00494         0   0.01126        21      1376    0.9933    0.9967    0.9963    0.9121  0.008799   0.01677         0
   254/299     9.49G  0.006392  0.004895         0   0.01129         9      1376    0.9934    0.9967    0.9971    0.9102  0.008838    0.0168         0
   255/299     9.49G  0.007329  0.004777         0   0.01211         6      1376    0.9933    0.9967    0.9971    0.9085  0.008861   0.01685         0
   256/299     9.49G  0.006338  0.004907         0   0.01124        10      1376    0.9933    0.9967    0.9971    0.9103  0.008874   0.01692         0
   257/299     9.49G  0.006387  0.004687         0   0.01107        10      1376    0.9934    0.9967     0.997     0.909  0.008888   0.01697         0
   258/299     9.49G  0.006381  0.004496         0   0.01088        13      1376    0.9934    0.9967     0.997    0.9094  0.008879   0.01693         0
   259/299     9.49G  0.006341  0.004724         0   0.01107         6      1376    0.9934    0.9967    0.9963    0.9115  0.008849   0.01686         0
   260/299     9.49G  0.007699  0.004703         0    0.0124        11      1376    0.9933    0.9967    0.9971    0.9104  0.008815    0.0168         0
   261/299     9.49G  0.006294  0.004915         0   0.01121         7      1376    0.9934    0.9967    0.9971    0.9125  0.008827   0.01682         0
   262/299     9.49G  0.006582   0.00476         0   0.01134         8      1376    0.9934    0.9967    0.9972     0.914  0.008803   0.01683         0
   263/299     9.49G   0.00765  0.004833         0   0.01248        10      1376    0.9933    0.9967    0.9971    0.9136  0.008815   0.01687         0
   264/299     9.49G  0.006339    0.0046         0   0.01094        12      1376    0.9933    0.9967    0.9964    0.9123  0.008809   0.01686         0
   265/299     9.49G  0.006193  0.004728         0   0.01092        13      1376    0.9934    0.9967    0.9964    0.9091  0.008815   0.01681         0
   266/299     9.49G  0.006812  0.004731         0   0.01154         6      1376    0.9933    0.9967    0.9963    0.9093  0.008846   0.01684         0
   267/299     9.49G  0.007299  0.004494         0   0.01179         7      1376    0.9933    0.9967    0.9963    0.9104  0.008842   0.01681         0
   268/299     9.49G  0.006321  0.004803         0   0.01112         7      1376    0.9933    0.9967    0.9964    0.9131  0.008833   0.01679         0
   269/299     9.49G  0.006467  0.004772         0   0.01124         9      1376    0.9934    0.9967    0.9964    0.9101  0.008841   0.01687         0
   270/299     9.49G  0.006452  0.004804         0   0.01126         4      1376    0.9934    0.9967    0.9963    0.9092  0.008874   0.01695         0
   271/299     9.49G  0.006273  0.004708         0   0.01098         4      1376    0.9933    0.9967    0.9963    0.9079  0.008846   0.01691         0
   272/299     9.49G  0.006435  0.004747         0   0.01118         7      1376    0.9934    0.9967    0.9963    0.9082  0.008824    0.0169         0
   273/299     9.49G  0.006375    0.0047         0   0.01108        13      1376    0.9934    0.9967    0.9964    0.9085  0.008812   0.01686         0
   274/299     9.49G  0.006752  0.004748         0    0.0115         4      1376    0.9933    0.9967    0.9964    0.9092  0.008827   0.01688         0
   275/299     9.49G  0.006388  0.004605         0   0.01099         8      1376    0.9933    0.9967    0.9963    0.9096    0.0088   0.01684         0
   276/299     9.49G  0.007514  0.004883         0    0.0124         5      1376    0.9934    0.9967    0.9963    0.9098  0.008801   0.01689         0
   277/299     9.49G  0.006411  0.004854         0   0.01126         5      1376    0.9933    0.9967    0.9971    0.9096  0.008807   0.01686         0
   278/299     9.49G  0.006575   0.00486         0   0.01143        10      1376    0.9933    0.9967     0.997    0.9083   0.00881   0.01689         0
   279/299     9.49G  0.006243  0.004723         0   0.01097         8      1376    0.9934    0.9967    0.9971    0.9084  0.008807   0.01694         0
   280/299     9.49G  0.006364  0.004905         0   0.01127        12      1376    0.9934    0.9967    0.9971    0.9088  0.008795   0.01697         0
   281/299     9.49G  0.006635  0.005196         0   0.01183         8      1376    0.9934    0.9967    0.9964      0.91  0.008779   0.01695         0
   282/299     9.49G  0.006571  0.004927         0    0.0115         2      1376    0.9933    0.9967    0.9971    0.9113  0.008773   0.01691         0
   283/299     9.49G  0.006288  0.004743         0   0.01103         8      1376    0.9934    0.9967    0.9971    0.9093  0.008791   0.01693         0
   284/299     9.49G  0.006561  0.004271         0   0.01083         6      1376    0.9934    0.9967    0.9971    0.9096  0.008806   0.01698         0
   285/299     9.49G  0.008144  0.004793         0   0.01294         7      1376    0.9933    0.9967    0.9971    0.9108   0.00879   0.01696         0
   286/299     9.49G  0.007382  0.004819         0    0.0122         8      1376    0.9933    0.9967    0.9971    0.9101  0.008788   0.01693         0
   287/299     9.49G   0.00739  0.004968         0   0.01236         5      1376    0.9934    0.9967    0.9971    0.9102  0.008795    0.0169         0
   288/299     9.49G  0.006262  0.004543         0    0.0108         9      1376    0.9934    0.9967    0.9971     0.909   0.00882   0.01692         0
   289/299     9.49G  0.006482  0.004827         0   0.01131         9      1376    0.9934    0.9967    0.9964    0.9089  0.008803   0.01689         0
   290/299     9.49G  0.007306    0.0045         0   0.01181        12      1376    0.9934    0.9967    0.9971    0.9091  0.008799   0.01692         0
   291/299     9.49G  0.007347  0.004687         0   0.01203         5      1376    0.9934    0.9967    0.9971    0.9099  0.008809   0.01694         0
   292/299     9.49G  0.006315  0.004683         0     0.011         7      1376    0.9934    0.9967    0.9963    0.9086  0.008833   0.01696         0
   293/299     9.49G  0.007427  0.004661         0   0.01209         5      1376    0.9934    0.9967    0.9963    0.9098  0.008828   0.01696         0
   294/299     9.49G  0.006466  0.004991         0   0.01146        10      1376    0.9933    0.9967    0.9971    0.9101  0.008816   0.01692         0
   295/299     9.49G  0.006276   0.00483         0   0.01111        13      1376    0.9934    0.9967    0.9971    0.9114  0.008817   0.01695         0
   296/299     9.49G   0.00638  0.004875         0   0.01125        12      1376    0.9934    0.9967    0.9964    0.9106  0.008807   0.01694         0
   297/299     9.49G  0.007389  0.004712         0    0.0121        13      1376    0.9933    0.9967    0.9964    0.9104   0.00882   0.01695         0
   298/299     9.49G  0.007522  0.004824         0   0.01235         5      1376    0.9934    0.9967    0.9964     0.909  0.008836   0.01699         0
   299/299     9.49G  0.006441  0.004716         0   0.01116         5      1376    0.9933    0.9967    0.9964    0.9092  0.008827   0.01698         0
